node,hop_from_category,edges_within_category,edges_outside_category
Sundara Purushan (1996 film),0,"{""key"": [""Arthur A. Wilson"", ""Captain Magal"", ""Febi Mani"", ""K. Bhagyaraj"", ""K. S. Chithra"", ""Malgudi Subha"", ""Mano (singer)"", ""R. B. Choudary"", ""Rambha (actress)"", ""S. J. Suryah"", ""Sabapathy Dekshinamurthy"", ""Sirpy"", ""Sujatha Mohan"", ""Suresh Peters"", ""Swarnalatha"", ""Vinu Chakravarthy""]}","{""key"": [""Andala Ramudu (2006 film)"", ""J. Livingston"", ""Kalki (magazine)"", ""Madhan Bob"", ""Mayilsamy"", ""Pasi Narayanan"", ""S. J. Surya"", ""Super Good Films"", ""Vadivelu"", ""Vadivukkarasi"", ""Vairamuthu""]}"
Sajitha Madathil,0,"{""key"": [""Ee Adutha Kaalathu"", ""Kaapa"", ""Koode"", ""Nadan"", ""Njaan"", ""P. K. Medini"", ""Paappan"", ""Rani Padmini (film)"", ""Swapaanam"", ""Varsham (2014 film)"", ""Virus (2019 film)""]}","{""key"": [""Adimadhyantham"", ""Akam (film)"", ""Amala (2023 film)"", ""Asiavision Awards"", ""B 32 Muthal 44 Vare"", ""Family (2023 film)"", ""Filmfare Awards South"", ""Hallelooya"", ""Idukki Gold"", ""Indian film"", ""Ithu Thaanda Police"", ""Ivan Megharoopan"", ""Kairali TV"", ""Kerala Sangeetha Nataka Akademi Award"", ""Kerala State Film Award for Second Best Actress"", ""Kismath (2016 film)"", ""Kozhikode"", ""Mamangam (2019 film)"", ""Nilavariyathe"", ""Nizhalkuthu"", ""Njan"", ""Pada (film)"", ""Pareeth Pandari"", ""Rabindra Bharati University"", ""Sangeet Natak Akademi"", ""Shutter (2012 film)"", ""Shyam (2016 film)"", ""Stand Up (2019 film)"", ""The Reporter (film)"", ""Udalaazham"", ""Veeraputhran""]}"
Sailadhar Baruah,0,"{""key"": [""Firingoti"", ""Halodhia Choraye Baodhan Khai"", ""Jahnu Barua"", ""Konikar Ramdhenu"", ""Pokhi"", ""Tora (film)"", ""Xagoroloi Bohudoor""]}","{""key"": [""Assam"", ""Assamese language"", ""Doordarshan"", ""Guwahati"", ""Jollywood"", ""Papori"", ""Tarun Gogoi""]}"
Oomakkuyil,0,"{""key"": [""Adhu Oru Kana Kaalam"", ""Adoor Bhasi"", ""Aur Ek Prem Kahani"", ""Azhiyatha Kolangal"", ""Balu Mahendra"", ""En Iniya Pon Nilavae"", ""Ilaiyaraaja"", ""Jagathy Sreekumar"", ""Julie Ganapathi"", ""K. J. Yesudas"", ""Kamal Haasan"", ""Kokila (1977 film)"", ""Krishnachandran"", ""Marupadiyum"", ""Moodu Pani"", ""Moondram Pirai"", ""Neengal Kettavai"", ""Nireekshana"", ""O. N. V. Kurup"", ""Olangal"", ""P. Jayachandran"", ""P. N. Menon (director)"", ""Raman Abdullah"", ""Rettai Vaal Kuruvi"", ""S. Janaki"", ""Sadma"", ""Sandhya Raagam"", ""Sathi Leelavathi (1995 film)"", ""Shalini Ajith"", ""Thalaimuraigal"", ""Un Kannil Neer Vazhinthal..."", ""Vanna Vanna Pookkal"", ""Veedu"", ""Y. G. Mahendran"", ""Yathra""]}","{""key"": [""Kannada"", ""Malayalam"", ""Mucherla Aruna"", ""Poornima Jayaram"", ""Y. Gee. Mahendra""]}"
Bansi Chandragupta,0,"{""key"": [""36 Chowringhee Lane"", ""Abhijan (1962 film)"", ""Akash Kusum"", ""Aparajito"", ""Aparna Sen"", ""Aranyer Din Ratri"", ""Balika Badhu (1967 film)"", ""Basu Chatterjee"", ""Charulata"", ""Chidananda Dasgupta"", ""Chiriyakhana"", ""Devi (1960 film)"", ""Goopy Gyne Bagha Byne"", ""Harisadhan Dasgupta"", ""Ismail Merchant"", ""Jalsaghar"", ""Kalyug (1981 film)"", ""Kapurush"", ""Mahanagar"", ""Mahapurush"", ""Mrinal Sen"", ""Muzaffar Ali"", ""Nayak (1966 film)"", ""Parash Pathar"", ""Pather Panchali"", ""Piya Ka Ghar"", ""Pratidwandi"", ""Rabindranath Tagore (film)"", ""Satyajit Ray"", ""Seema (1971 film)"", ""Seemabaddha"", ""Shyam Benegal"", ""Tarun Majumdar"", ""Teen Kanya"", ""Umrao Jaan (1981 film)""]}","{""key"": [""27 Down"", ""Aaj Ki Taaza Khabar"", ""Akaler Sandhane"", ""Apur Sansar"", ""British Raj"", ""Calcutta"", ""Calcutta Film Society"", ""Chakra (1981 film)"", ""Cinema of West Bengal"", ""Do Jhoot"", ""Evening Standard British Film Award"", ""Filmfare Best Art Direction Award"", ""Hullabaloo Over Georgie and Bonnie's Pictures"", ""Indian Cinema"", ""James Ivory (director)"", ""Jean Renoir"", ""Kanchenjungha"", ""Mukti (1977 film)"", ""Paraya Dhan"", ""Shatranj Ke Khilari"", ""Tarang (film)"", ""The Guru (1969 film)"", ""The River (1951 film)"", ""University of Calcutta""]}"
Jamil Dehlavi,0,"{""key"": [""Shashi Kapoor""]}","{""key"": [""Berlin International Film Festival"", ""Cairo International Film Festival"", ""Channel Four"", ""Chicago International Film Festival"", ""Christopher Lee"", ""Festival of the Dhow Countries"", ""Immaculate Conception (film)"", ""Infinite Justice (film)"", ""James Fox"", ""James Wilby"", ""Jinnah (film)"", ""Karachi Grammar School"", ""Kevin Collins (American actor)"", ""Kolkata"", ""Pakistan"", ""Passion in the Desert"", ""Pathans in India"", ""Rugby School"", ""Shabana Azmi"", ""Telluride Mountainfilm"", ""The Blood of Hussain"", ""Urdu language"", ""West Bengal"", ""Zanzibar International Film Festival""]}"
Arya (2004 film),0,"{""key"": [""100% Love (2011 film)"", ""1: Nenokkadine"", ""Afsal"", ""Allu Arjun"", ""Arya 2"", ""Chandrabose (lyricist)"", ""Darr"", ""Devi Sri Prasad"", ""Dil Raju"", ""I Am That Change"", ""Jagadam"", ""Jassie Gift"", ""KK (singer)"", ""Kaadhal Kondein"", ""Kutty (2010 film)"", ""Madhu Balakrishnan"", ""Malathy Lakshman"", ""Marthand K. Venkatesh"", ""Nannaku Prematho"", ""Prabhas"", ""Pushpa: The Rise"", ""Pushpa 2: The Rule"", ""R. Rathnavelu"", ""Rajan P. Dev"", ""Rangasthalam"", ""Ranjith (singer)"", ""Sagar (singer)"", ""Sayanora Philip"", ""Shaan (singer)"", ""Srikanth Addala"", ""Sukumar"", ""Tippu (singer)"", ""Venky"", ""Veturi"", ""Vidhu Prathap""]}","{""key"": [""52nd Filmfare Awards South"", ""Abhinayasri"", ""Aditya Music"", ""Anu Mehta"", ""Anuradha Mehta"", ""Balireddy Pruthviraj"", ""CineMAA Awards"", ""Clinton Cerejo"", ""Filmfare Award for Best Director \u2013 Telugu"", ""Item number"", ""J. V. Ramana Murthi"", ""Kabhie Haan Kabhie Naa"", ""Kanyakumari"", ""Kerala"", ""Kumari 21F"", ""Malayalam"", ""Malayali"", ""Maximum (film)"", ""Nandi Award for Best Fight Master"", ""Nandi Award for Best Male Playback Singer"", ""Nandi Award for Best Screenplay Writer"", ""Nandi Awards"", ""Nandi Special Jury Award"", ""Nithin"", ""Premji Amaren"", ""Ram Lakshman (Stunt choreographers)"", ""Ravi Teja"", ""Romantic action film"", ""Shankar Dada MBBS"", ""Shravya"", ""Sify"", ""Sirivennela Seetharama Sastry"", ""Siva Balaji"", ""Soundtrack album"", ""Sri Venkateswara Creations"", ""Subbaraju"", ""Sudha (Telugu actress)"", ""Sukumar (director)"", ""Sunil (actor)"", ""Telugu cinema"", ""Telugu language"", ""Uppena"", ""Venu Madhav (actor)"", ""Vishakhapatnam""]}"
Sudipto Chatterjee,0,"{""key"": []}","{""key"": [""Bengali language"", ""Bengalis"", ""Kolkata"", ""Lalon""]}"
Welcome to Sajjanpur,0,"{""key"": [""Ankur (film)"", ""Antarnaad"", ""Arohan (film)"", ""Ashok Mishra"", ""Charandas Chor"", ""Divya Dutta"", ""Hari-Bhari"", ""Ila Arun"", ""Junoon (1978 film)"", ""Kailash Kher"", ""Kalyug (1981 film)"", ""Kondura"", ""Madhushree"", ""Mammo"", ""Mandi (1983 film)"", ""Manthan"", ""Mujib: The Making of a Nation"", ""Netaji Subhas Chandra Bose: The Forgotten Hero"", ""Nishant (film)"", ""Ronnie Screwvala"", ""Samar (1999 film)"", ""Sardari Begum"", ""Shantanu Moitra"", ""Shreya Ghoshal"", ""Shyam Benegal"", ""Sonu Nigam"", ""Sunidhi Chauhan"", ""Suraj Ka Satvan Ghoda"", ""Susman (film)"", ""The Making of the Mahatma"", ""Trikal"", ""Well Done Abba"", ""Zubeidaa""]}","{""key"": [""Amrita Rao"", ""Bhumika: The Role"", ""Bindass"", ""Daya Shankar Pandey"", ""Krishnakumar Kunnath"", ""Kunal Kapoor (actor, born 1977)"", ""Lalit Mohan Tiwari"", ""Mirchi Music Award for Upcoming Lyricist of The Year"", ""Mohit Chauhan"", ""Mumbai"", ""Palkon Ki Chhaon Mein"", ""Preeti Nigam"", ""Rajan Kothari"", ""Rajeshwari Sachdev"", ""Rajit Kapur"", ""Ravi Jhankal"", ""Ravi Kishan"", ""Shreyas Talpade"", ""Shyam Benegal filmography"", ""Sri Vallabh Vyas"", ""Stardust Best Actress Award"", ""The Times of India"", ""UTV Motion Pictures"", ""Vineeta Malik"", ""Yashpal Sharma (actor)""]}"
Varikuppala Yadagiri,0,"{""key"": []}","{""key"": [""Husharu"", ""India"", ""Marshal (2019 film)"", ""Telugu language""]}"
Alex Paul,0,"{""key"": [""2 Harihar Nagar"", ""Achanurangatha Veedu"", ""Ali Bhai"", ""Black (2004 film)"", ""Chathikkatha Chanthu"", ""Chattambinadu"", ""Chocolate (2007 film)"", ""Classmates (2006 film)"", ""Cobra (2012 film)"", ""In Ghost House Inn"", ""Inspector Garud"", ""King Liar"", ""Lal (actor)"", ""Lollipop (film)"", ""Pothan Vava"", ""Rajamanikyam"", ""Seniors (film)"", ""Thommanum Makkalum"", ""Vaasthavam""]}","{""key"": [""Duplicate (2009 film)"", ""Film composer"", ""Hello (2007 film)"", ""John Honai"", ""Kalabhavan"", ""Kalla Malla Sulla"", ""Kandharvan"", ""Kangaroo (2007 film)"", ""Kerala"", ""Kichamani MBA"", ""Maad Dad"", ""Malayalam cinema"", ""Panthaya Kozhi"", ""Playback singer"", ""Rafi Mecartin"", ""Red Salute (2006 film)"", ""Siddique-Lal"", ""Tantra"", ""Thalappavu"", ""Thuruppugulan (2006 film)"", ""Tournament \u2013 Play & Replay""]}"
